File_Name,A,Ku1,Keff,Dmi,kappa,mz,Batch,A_scaled,Ku_scaled,Keff_scaled,Dmi_scaled,kappa_scaled,Nucleated,Freq,Freq_calc,Scale
Keff_0.0577_Aex_8.0_cropRT400.png,8.001,0.658651081,0.057674459,1.333333333,1.541575203,0.497369127,CC Run 1,0.66675,0.878201441,0.384496393,0.784313725,1.185827079,TRUE,25.02474403,24.31118858,15.99816944
Keff_0.0577_Aex_9.11_cropRT400.png,9.111,0.658651081,0.057674459,1.333333333,1.444620681,0.500005434,CC Run 1,0.75925,0.878201441,0.384496393,0.784313725,1.111246678,TRUE,22.03492546,20.67585249,13.3897603
Keff_0.0577_Aex_10.2_cropRT400.png,10.224,0.658651081,0.057674459,1.333333333,1.363723834,0.509129233,CC Run 1,0.852,0.878201441,0.384496393,0.784313725,1.049018334,TRUE,19.40266418,17.78284767,11.06411287
Keff_0.0577_Aex_11.3_cropRT400.png,11.334,0.658651081,0.057674459,1.333333333,1.295225085,0.507584497,CC Run 1,0.9445,0.878201441,0.384496393,0.784313725,0.996326988,TRUE,17.30956268,15.64776982,9.342727754
Keff_0.0577_Aex_12.4_cropRT400.png,12.444,0.658651081,0.057674459,1.333333333,1.236109232,0.501047677,CC Run 1,1.037,0.878201441,0.384496393,0.784313725,0.950853255,TRUE,15.75570393,14.26180877,8.118126069
Keff_0.0577_Aex_13.6_cropRT400.png,13.557,0.658651081,0.057674459,1.333333333,1.184281795,0.494514447,CC Run 1,1.12975,0.878201441,0.384496393,0.784313725,0.910985996,TRUE,14.29977322,13.62425838,7.106530108
Keff_0.0577_Aex_14.7_cropRT400.png,14.667,0.658651081,0.057674459,1.333333333,1.138586959,0.498617965,CC Run 1,1.22225,0.878201441,0.384496393,0.784313725,0.875836122,TRUE,13.21183395,13.73855557,6.267534765
Keff_0.0577_Aex_15.8_cropRT400.png,15.777,0.658651081,0.057674459,1.333333333,1.097803569,0.504693155,CC Run 1,1.31475,0.878201441,0.384496393,0.784313725,0.844464284,TRUE,11.55636883,14.60196956,5.010776198
Keff_0.115_Aex_8.0_cropRT400.png,8.001,0.715651081,0.114674459,1.333333333,1.093259177,0.498814545,CC Run 1,0.66675,0.954201441,0.764496393,0.784313725,0.840968598,TRUE,23.34363747,22.22361882,14.66384859
Keff_0.115_Aex_9.11_cropRT400.png,9.111,0.715651081,0.114674459,1.333333333,1.024500662,0.506559507,CC Run 1,0.75925,0.954201441,0.764496393,0.784313725,0.788077432,TRUE,20.01406479,18.62434663,11.87229021
Keff_0.115_Aex_10.2_cropRT400.png,10.224,0.715651081,0.114674459,1.333333333,0.967129981,0.520410313,CC Run 1,0.852,0.954201441,0.764496393,0.784313725,0.743946139,TRUE,17.60405159,15.76750317,9.632039759
Keff_0.115_Aex_11.3_cropRT400.png,11.334,0.715651081,0.114674459,1.333333333,0.918551821,0.504872588,CC Run 1,0.9445,0.954201441,0.764496393,0.784313725,0.706578324,TRUE,14.86971664,13.66848922,7.583235497
Keff_0.115_Aex_12.4_cropRT400.png,12.444,0.715651081,0.114674459,1.333333333,0.876627854,0.497315022,CC Run 1,1.037,0.954201441,0.764496393,0.784313725,0.674329118,TRUE,13.07166958,12.31859208,6.225711401
Keff_0.175_Aex_8.0_cropRT400.png,8.001,0.775651081,0.174674459,1.333333333,0.885812447,0.497888038,CC Run 1,0.66675,1.034201441,1.164496393,0.784313725,0.68139419,TRUE,21.52391815,20.10861984,12.80290715
Keff_0.175_Aex_9.11_cropRT400.png,9.111,0.775651081,0.174674459,1.333333333,0.830100911,0.515020879,CC Run 1,0.75925,1.034201441,1.164496393,0.784313725,0.638539162,TRUE,17.45895767,16.54730965,9.472688176
Keff_0.175_Aex_10.2_cropRT400.png,10.224,0.775651081,0.174674459,1.333333333,0.783616358,0.531431471,CC Run 1,0.852,1.034201441,1.164496393,0.784313725,0.602781814,TRUE,14.57946396,13.72853079,7.174765934
Keff_0.175_Aex_11.3_cropRT400.png,11.334,0.775651081,0.174674459,1.333333333,0.74425594,0.498338583,CC Run 1,0.9445,1.034201441,1.164496393,0.784313725,0.572504569,TRUE,11.68108749,11.66747885,4.98142749
Keff_0.232_Aex_8.0_cropRT400.png,8.001,0.832651081,0.231674459,1.333333333,0.769161262,0.498967376,CC Run 1,0.66675,1.110201441,1.544496393,0.784313725,0.591662509,TRUE,18.50773048,18.17769155,10.34106165
Keff_0.232_Aex_9.11_cropRT400.png,9.111,0.832651081,0.231674459,1.333333333,0.720786286,0.54216472,CC Run 1,0.75925,1.110201441,1.544496393,0.784313725,0.554450989,TRUE,15.50118446,14.65244526,8.057661126
Keff_0.232_Aex_10.2_cropRT400.png,10.224,0.832651081,0.231674459,1.333333333,0.680423208,0.523889044,CC Run 1,0.852,1.110201441,1.544496393,0.784313725,0.523402468,TRUE,10.77946568,11.86982777,4.600408313
Keff_0.232_Aex_11.3_cropRT400.png,11.334,0.832651081,0.231674459,1.333333333,0.646246099,0.511142944,CC Run 1,0.9445,1.110201441,1.544496393,0.784313725,0.497112384,TRUE,6.186214924,9.844839723,-2.978380644
Keff_0.289_Aex_8.0_cropRT400.png,8.001,0.889651081,0.288674459,1.333333333,0.689052483,0.50071539,CC Run 1,0.66675,1.186201441,1.924496393,0.784313725,0.530040372,TRUE,15.74680042,16.32307576,8.149496088
Keff_0.289_Aex_9.11_cropRT400.png,9.111,0.889651081,0.288674459,1.333333333,0.645715801,0.569563163,CC Run 1,0.75925,1.186201441,1.924496393,0.784313725,0.496704462,TRUE,13.93906403,12.83389338,6.818101585
Keff_0.289_Aex_10.2_cropRT400.png,10.224,0.889651081,0.288674459,1.333333333,0.60955657,0.524074214,CC Run 1,0.852,1.186201441,1.924496393,0.784313725,0.468889669,TRUE,7.46355629,10.08743726,2.467744665
Keff_0.346_Aex_8.0_cropRT400.png,8.001,0.946651081,0.345674459,1.333333333,0.629684258,0.51072038,CC Run 1,0.66675,1.262201441,2.304496393,0.784313725,0.484372506,TRUE,12.99710941,14.5447725,6.093946922
Keff_0.346_Aex_9.11_cropRT400.png,9.111,0.946651081,0.345674459,1.333333333,0.590081431,0.583458833,CC Run 1,0.75925,1.262201441,2.304496393,0.784313725,0.453908793,TRUE,11.79120731,11.09165401,5.204668021
Keff_0.406_Aex_8.0_cropRT400.png,8.001,1.006651081,0.405674459,1.333333333,0.581256268,0.519700413,CC Run 1,0.66675,1.342201441,2.704496393,0.784313725,0.447120206,TRUE,10.15962219,12.7553172,4.199418353
Keff_0.406_Aex_9.11_cropRT400.png,9.111,1.006651081,0.405674459,1.333333333,0.54469923,0.591458246,CC Run 1,0.75925,1.342201441,2.704496393,0.784313725,0.418999408,TRUE,8.268737793,9.340160709,3.215950144
Keff_0.463_Aex_8.0_cropRT400.png,8.001,1.063651081,0.462674459,1.333333333,0.544275417,0.537260848,CC Run 1,0.66675,1.418201441,3.084496393,0.784313725,0.418673398,TRUE,7.998175621,11.1336554,3.028572739
Keff_0.463_Aex_9.11_cropRT400.png,9.111,1.063651081,0.462674459,1.333333333,0.510044221,0.605658344,CC Run 1,0.75925,1.418201441,3.084496393,0.784313725,0.392341708,TRUE,6.879905701,7.754562811,1.828314201
Keff_0.52_Aex_8.0_cropRT400.png,8.001,1.120651081,0.519674459,1.333333333,0.513559534,0.576369031,CC Run 1,0.66675,1.494201441,3.464496393,0.784313725,0.395045795,TRUE,8.362454414,9.588306115,2.809927424
Keff_0.52_Aex_9.11_cropRT400.png,9.111,1.120651081,0.519674459,1.333333333,0.481260156,0.60857563,CC Run 1,0.75925,1.494201441,3.464496393,0.784313725,0.37020012,TRUE,6.052334785,6.245277426,1
Keff_0.0307_Aex_8.56_cropRT400.png,8.556,0.631651081,0.030674459,1.333333333,2.044112389,0.500654531,CC Run 2,0.713,0.842201441,0.204496393,0.784313725,1.572394145,TRUE,24.22059059,23.40682372,15.1158746
Keff_0.0307_Aex_9.67_cropRT400.png,9.666,0.631651081,0.030674459,1.333333333,1.923165958,0.502848135,CC Run 2,0.8055,0.842201441,0.204496393,0.784313725,1.479358429,TRUE,21.12732506,20.12896313,12.67045944
Keff_0.0307_Aex_10.8_cropRT400.png,10.779,0.631651081,0.030674459,1.333333333,1.821171823,0.514561238,CC Run 2,0.89825,0.842201441,0.204496393,0.784313725,1.400901402,TRUE,18.95246506,17.59439995,10.87952525
Keff_0.0307_Aex_11.9_cropRT400.png,11.889,0.631651081,0.030674459,1.333333333,1.734073473,0.512797846,CC Run 2,0.99075,0.842201441,0.204496393,0.784313725,1.333902672,TRUE,17.21729279,15.8167976,9.249750476
Keff_0.0307_Aex_13.0_cropRT400.png,13.002,0.631651081,0.030674459,1.333333333,1.658193,0.508307233,CC Run 2,1.0835,0.842201441,0.204496393,0.784313725,1.275533077,TRUE,15.71962929,14.78654742,8.118753755
Keff_0.0307_Aex_14.1_cropRT400.png,14.112,0.631651081,0.030674459,1.333333333,1.591643773,0.498305253,CC Run 2,1.176,0.842201441,0.204496393,0.784313725,1.224341364,TRUE,14.52436066,14.50920331,7.281993561
Keff_0.0307_Aex_15.2_cropRT400.png,15.222,0.631651081,0.030674459,1.333333333,1.532513467,0.499906977,CC Run 2,1.2685,0.842201441,0.204496393,0.784313725,1.178856513,TRUE,13.30936623,14.980976,6.38376197
Keff_0.0307_Aex_16.3_cropRT400.png,16.332,0.631651081,0.030674459,1.333333333,1.479518748,0.498943744,CC Run 2,1.361,0.842201441,0.204496393,0.784313725,1.138091345,TRUE,12.48782253,16.20186549,5.824162106
Keff_0.0307_Aex_17.4_cropRT400.png,17.445,0.631651081,0.030674459,1.333333333,1.431543902,0.498725749,CC Run 2,1.45375,0.842201441,0.204496393,0.784313725,1.101187617,TRUE,11.84051991,18.17821118,5.269560487
Keff_0.0877_Aex_8.56_cropRT400.png,8.556,0.688651081,0.087674459,1.333333333,1.209084576,0.498793897,CC Run 2,0.713,0.918201441,0.584496393,0.784313725,0.930065058,TRUE,22.98059082,21.30113787,14.00736254
Keff_0.0877_Aex_9.67_cropRT400.png,9.666,0.688651081,0.087674459,1.333333333,1.13754523,0.507008339,CC Run 2,0.8055,0.918201441,0.584496393,0.784313725,0.875034792,TRUE,19.7620182,18.05934118,11.37143007
Keff_0.0877_Aex_10.8_cropRT400.png,10.779,0.688651081,0.087674459,1.333333333,1.077216094,0.511844609,CC Run 2,0.89825,0.918201441,0.584496393,0.784313725,0.828627765,TRUE,17.14869881,15.56093937,9.280832653
Keff_0.0877_Aex_11.9_cropRT400.png,11.889,0.688651081,0.087674459,1.333333333,1.025697757,0.498785733,CC Run 2,0.99075,0.918201441,0.584496393,0.784313725,0.788998275,TRUE,15.29176903,13.81940093,7.855867547
Keff_0.0877_Aex_13.0_cropRT400.png,13.002,0.688651081,0.087674459,1.333333333,0.98081475,0.497549618,CC Run 2,1.0835,0.918201441,0.584496393,0.784313725,0.754472885,TRUE,13.77351284,12.82531211,6.722648032
Keff_0.0877_Aex_15.2_cropRT400.png,15.222,0.688651081,0.087674459,1.333333333,0.906475792,0.504895263,CC Run 2,1.2685,0.918201441,0.584496393,0.784313725,0.697289071,TRUE,10.93982983,13.09186849,4.537448665
Keff_0.145_Aex_8.56_cropRT400.png,8.556,0.745651081,0.144674459,1.333333333,0.941233326,0.501003531,CC Run 2,0.713,0.994201441,0.964496393,0.784313725,0.724025635,TRUE,20.40287781,19.27176453,12.04884496
Keff_0.145_Aex_9.67_cropRT400.png,9.666,0.745651081,0.144674459,1.333333333,0.885542253,0.523845295,CC Run 2,0.8055,0.994201441,0.964496393,0.784313725,0.681186348,TRUE,17.71110344,16.06603174,9.686623858
Keff_0.145_Aex_10.8_cropRT400.png,10.779,0.745651081,0.144674459,1.333333333,0.838577967,0.508403748,CC Run 2,0.89825,0.994201441,0.964496393,0.784313725,0.645059975,TRUE,14.26025391,13.60379131,7.011028529
Keff_0.145_Aex_11.9_cropRT400.png,11.889,0.745651081,0.144674459,1.333333333,0.798472604,0.503168476,CC Run 2,0.99075,0.994201441,0.964496393,0.784313725,0.614209695,TRUE,12.38786316,11.89831676,5.678593758
Keff_0.145_Aex_13.0_cropRT400.png,13.002,0.745651081,0.144674459,1.333333333,0.763532632,0.52385626,CC Run 2,1.0835,0.994201441,0.964496393,0.784313725,0.587332794,TRUE,7.418701649,10.94038932,1.254949658
Keff_0.202_Aex_8.56_cropRT400.png,8.556,0.802651081,0.201674459,1.333333333,0.797200897,0.508100794,CC Run 2,0.713,1.070201441,1.344496393,0.784313725,0.613231459,TRUE,18.09238625,17.31870371,10.08839543
Keff_0.202_Aex_9.67_cropRT400.png,9.666,0.802651081,0.201674459,1.333333333,0.750031963,0.548615893,CC Run 2,0.8055,1.070201441,1.344496393,0.784313725,0.576947664,TRUE,16.04715157,14.14903482,8.292081031
Keff_0.202_Aex_10.8_cropRT400.png,10.779,0.802651081,0.201674459,1.333333333,0.710254397,0.504539019,CC Run 2,0.89825,1.070201441,1.344496393,0.784313725,0.546349536,TRUE,11.39420605,11.72295576,4.9974709
Keff_0.202_Aex_11.9_cropRT400.png,11.889,0.802651081,0.201674459,1.333333333,0.676286166,0.560935537,CC Run 2,0.99075,1.070201441,1.344496393,0.784313725,0.520220128,FALSE,,10.05354511,
Keff_0.262_Aex_8.56_cropRT400.png,8.556,0.862651081,0.261674459,1.333333333,0.699862239,0.518710989,CC Run 2,0.713,1.150201441,1.744496393,0.784313725,0.538355568,TRUE,14.91750622,15.34529309,7.717876812
Keff_0.262_Aex_9.67_cropRT400.png,9.666,0.862651081,0.261674459,1.333333333,0.658452657,0.564043576,CC Run 2,0.8055,1.150201441,1.744496393,0.784313725,0.506502044,TRUE,13.45880222,12.2135862,6.543679268
Keff_0.262_Aex_10.8_cropRT400.png,10.779,0.862651081,0.261674459,1.333333333,0.623531953,0.516115514,CC Run 2,0.89825,1.150201441,1.744496393,0.784313725,0.479639964,TRUE,6.940129757,9.825571738,0.619135108
Keff_0.319_Aex_8.56_cropRT400.png,8.556,0.919651081,0.318674459,1.333333333,0.634190308,0.536191129,CC Run 2,0.713,1.226201441,2.124496393,0.784313725,0.487838698,TRUE,12.53874397,13.54887374,5.831529094
Keff_0.319_Aex_9.67_cropRT400.png,9.666,0.919651081,0.318674459,1.333333333,0.596666415,0.571048258,CC Run 2,0.8055,1.226201441,2.124496393,0.784313725,0.458974165,TRUE,9.601243973,10.45323075,3.90903345
Keff_0.376_Aex_8.56_cropRT400.png,8.556,0.976651081,0.375674459,1.333333333,0.584100253,0.558582052,CC Run 2,0.713,1.302201441,2.504496393,0.784313725,0.449307887,TRUE,10.49133587,11.8287669,4.321731191
Keff_0.376_Aex_9.67_cropRT400.png,9.666,0.976651081,0.375674459,1.333333333,0.549540098,0.566402914,CC Run 2,0.8055,1.302201441,2.504496393,0.784313725,0.422723152,TRUE,7.382247925,8.769187813,1.902006574
Keff_0.433_Aex_8.56_cropRT400.png,8.556,1.033651081,0.432674459,1.333333333,0.544267748,0.591997143,CC Run 2,0.713,1.378201441,2.884496393,0.784313725,0.418667498,TRUE,9.360445976,10.18497257,3.781687551
Keff_0.433_Aex_9.67_cropRT400.png,9.666,1.033651081,0.432674459,1.333333333,0.51206441,0.555284941,CC Run 2,0.8055,1.378201441,2.884496393,0.784313725,0.3938957,FALSE,,7.161457386,
Keff_0.49_Aex_8.56_cropRT400.png,8.556,1.090651081,0.489674459,1.333333333,0.511610564,0.601189677,CC Run 2,0.713,1.454201441,3.264496393,0.784313725,0.393546588,TRUE,7.508088112,8.61749076,2.567220706
35jt_cropRT400_Aex_2.75_Ku_0.067.png,8.25,0.601650622,0.000674,1.333333333,14.04338154,0.49680006,JFK Run 1,0.6875,0.802200829,0.004493333,0.784313725,10.80260118,TRUE,25.41307831,25.58632995,16.28570569
35jt_cropRT400_Aex_2.75_Ku_0.076.png,8.25,0.628983568,0.028006947,1.333333333,2.178556139,0.498684389,JFK Run 1,0.6875,0.838644757,0.18671298,0.784313725,1.675812415,TRUE,24.80174828,24.54304947,15.90207519
35jt_cropRT400_Aex_2.75_Ku_0.085.png,8.25,0.656316517,0.055339895,1.333333333,1.549824347,0.495623286,JFK Run 1,0.6875,0.875088689,0.368932633,0.784313725,1.192172575,TRUE,24.54986572,23.5173166,15.44845541
35jt_cropRT400_Aex_2.75_Ku_0.094.png,8.25,0.683649463,0.082672842,1.333333333,1.268002791,0.498781447,JFK Run 1,0.6875,0.911532617,0.55115228,0.784313725,0.975386762,TRUE,23.85502625,22.50913141,14.94372509
35jt_cropRT400_Aex_2.75_Ku_0.103.png,8.25,0.710982412,0.110005789,1.333333333,1.099243414,0.501441103,JFK Run 1,0.6875,0.947976549,0.733371927,0.784313725,0.845571857,TRUE,22.95212936,21.51849388,14.03146294
35jt_cropRT400_Aex_2.75_Ku_0.113.png,8.25,0.738315358,0.137338737,1.333333333,0.983796151,0.499682191,JFK Run 1,0.6875,0.984420477,0.91559158,0.784313725,0.75676627,TRUE,22.00365067,20.54540396,13.27768162
35jt_cropRT400_Aex_2.75_Ku_0.122.png,8.25,0.765648307,0.164671684,1.333333333,0.898446414,0.501619623,JFK Run 1,0.6875,1.020864409,1.097811227,0.784313725,0.691112626,TRUE,20.99550056,19.58986173,12.25790562
35jt_cropRT400_Aex_2.75_Ku_0.131.png,8.25,0.792981253,0.192004632,1.333333333,0.832043038,0.501271891,JFK Run 1,0.6875,1.057308337,1.28003088,0.784313725,0.640033106,TRUE,19.66571236,18.65186712,11.25524168
35jt_cropRT400_Aex_2.75_Ku_0.140.png,8.25,0.820314199,0.219337579,1.333333333,0.778475808,0.501754035,JFK Run 1,0.6875,1.093752265,1.462250527,0.784313725,0.598827545,TRUE,18.44014359,17.73142018,10.17798261
35jt_cropRT400_Aex_2.75_Ku_0.149.png,8.25,0.847647148,0.246670526,1.333333333,0.73407936,0.503272012,JFK Run 1,0.6875,1.130196197,1.644470173,0.784313725,0.564676431,TRUE,16.87597656,16.8285209,8.957491539
35jt_cropRT400_Aex_2.75_Ku_0.158.png,8.25,0.874980094,0.274003474,1.333333333,0.696503991,0.510400757,JFK Run 1,0.6875,1.166640125,1.826689827,0.784313725,0.535772301,TRUE,15.30135441,15.94316924,7.92226406
35jt_cropRT400_Aex_2.75_Ku_0.167.png,8.25,0.902313043,0.301336421,1.333333333,0.664164763,0.510195164,JFK Run 1,0.6875,1.203084057,2.008909473,0.784313725,0.510895972,TRUE,13.88314056,15.07536525,6.854056518
35jt_cropRT400_Aex_2.75_Ku_0.176.png,8.25,0.929645989,0.328669368,1.333333333,0.635948619,0.513587578,JFK Run 1,0.6875,1.239527985,2.19112912,0.784313725,0.489191245,TRUE,12.46404457,14.22510892,5.734996706
35jt_cropRT400_Aex_2.75_Ku_0.185.png,8.25,0.956978938,0.356002316,1.333333333,0.611047866,0.526997996,JFK Run 1,0.6875,1.275971917,2.373348773,0.784313725,0.47003682,TRUE,11.72013569,13.39240021,5.148027585
35jt_cropRT400_Aex_2.75_Ku_0.195.png,8.25,0.984311884,0.383335263,1.333333333,0.588860275,0.536267161,JFK Run 1,0.6875,1.312415845,2.55556842,0.784313725,0.452969442,TRUE,10.22681999,12.57723918,4.334771769
35jt_cropRT400_Aex_2.75_Ku_0.204.png,8.25,1.011644833,0.410668211,1.333333333,0.568926418,0.555327535,JFK Run 1,0.6875,1.348859777,2.737788073,0.784313725,0.437635706,TRUE,9.715877533,11.77962576,3.986520993
35jt_cropRT400_Aex_2.75_Ku_0.213.png,8.25,1.038977779,0.438001158,1.333333333,0.55088889,0.570416308,JFK Run 1,0.6875,1.385303705,2.92000772,0.784313725,0.423760685,TRUE,9.338026047,10.99956003,3.717400636
35jt_cropRT400_Aex_2.75_Ku_0.222.png,8.25,1.066310728,0.465334105,1.333333333,0.534464915,0.573495659,JFK Run 1,0.6875,1.421747637,3.102227367,0.784313725,0.411126858,TRUE,8.894389153,10.23704195,3.299516489
35jt_cropRT400_Aex_2.75_Ku_0.231.png,8.25,1.093643674,0.492667053,1.333333333,0.519427434,0.594221871,JFK Run 1,0.6875,1.458191565,3.28444702,0.784313725,0.399559565,TRUE,8.161607742,9.492071489,2.935971396
35jt_cropRT400_Aex_2.75_Ku_0.240.png,8.25,1.120976623,0.52,1.333333333,0.505591742,0.599607367,JFK Run 1,0.6875,1.494635497,3.466666667,0.784313725,0.388916725,TRUE,7.354973316,8.764648706,2.445226166
35jt_cropRT400_Aex_3.13_Ku_0.067.png,9.4,0.601650622,0.000674,1.333333333,13.15632952,0.498272529,JFK Run 2,0.783333333,0.802200829,0.004493333,0.784313725,10.12025348,TRUE,22.35411835,21.97071176,13.81033412
35jt_cropRT400_Aex_3.13_Ku_0.076.png,9.4,0.628983568,0.028006947,1.333333333,2.040947359,0.500900052,JFK Run 2,0.783333333,0.838644757,0.18671298,0.784313725,1.569959507,TRUE,22.00622368,20.94534802,13.25497258
35jt_cropRT400_Aex_3.13_Ku_0.085.png,9.4,0.656316517,0.055339895,1.333333333,1.451929491,0.501071623,JFK Run 2,0.783333333,0.875088689,0.368932633,0.784313725,1.116868839,TRUE,21.21640396,19.9375319,12.6789755
35jt_cropRT400_Aex_3.13_Ku_0.094.png,9.4,0.683649463,0.082672842,1.333333333,1.18790923,0.502672857,JFK Run 2,0.783333333,0.911532617,0.55115228,0.784313725,0.913776331,TRUE,20.70491219,18.94726346,12.11593251
35jt_cropRT400_Aex_3.13_Ku_0.103.png,9.4,0.710982412,0.110005789,1.333333333,1.029809562,0.505761363,JFK Run 2,0.783333333,0.947976549,0.733371927,0.784313725,0.792161202,TRUE,19.40492821,17.97454268,11.14762233
35jt_cropRT400_Aex_3.13_Ku_0.113.png,9.4,0.738315358,0.137338737,1.333333333,0.92165454,0.513127308,JFK Run 2,0.783333333,0.984420477,0.91559158,0.784313725,0.708965031,TRUE,18.49275398,17.01936951,10.37763093
35jt_cropRT400_Aex_3.13_Ku_0.122.png,9.4,0.765648307,0.164671684,1.333333333,0.84169593,0.523569425,JFK Run 2,0.783333333,1.020864409,1.097811227,0.784313725,0.647458408,TRUE,17.38983154,16.08174402,9.445113854
35jt_cropRT400_Aex_3.13_Ku_0.131.png,9.4,0.792981253,0.192004632,1.333333333,0.779486932,0.529765836,JFK Run 2,0.783333333,1.057308337,1.28003088,0.784313725,0.599605332,TRUE,15.95054245,15.16166615,8.388373328
35jt_cropRT400_Aex_3.13_Ku_0.140.png,9.4,0.820314199,0.219337579,1.333333333,0.729303282,0.548798067,JFK Run 2,0.783333333,1.093752265,1.462250527,0.784313725,0.561002525,TRUE,15.49585342,14.25913597,8.166401906
35jt_cropRT400_Aex_3.13_Ku_0.149.png,9.4,0.847647148,0.246670526,1.333333333,0.687711142,0.567947406,JFK Run 2,0.783333333,1.130196197,1.644470173,0.784313725,0.529008571,TRUE,15.44162083,13.37415343,7.883751499
35jt_cropRT400_Aex_3.13_Ku_0.158.png,9.4,0.874980094,0.274003474,1.333333333,0.652509226,0.571320493,JFK Run 2,0.783333333,1.166640125,1.826689827,0.784313725,0.501930174,TRUE,14.41903019,12.50671851,7.229279913
35jt_cropRT400_Aex_3.13_Ku_0.167.png,9.4,0.902313043,0.301336421,1.333333333,0.62221271,0.576172889,JFK Run 2,0.783333333,1.203084057,2.008909473,0.784313725,0.478625162,TRUE,12.77387619,11.65683128,5.977700921
35jt_cropRT400_Aex_3.13_Ku_0.176.png,9.4,0.929645989,0.328669368,1.333333333,0.595778842,0.587215928,JFK Run 2,0.783333333,1.239527985,2.19112912,0.784313725,0.458291417,TRUE,11.43351841,10.82449169,4.887713063
35jt_cropRT400_Aex_3.13_Ku_0.185.png,9.4,0.956978938,0.356002316,1.333333333,0.572450949,0.58060961,JFK Run 2,0.783333333,1.275971917,2.373348773,0.784313725,0.440346884,TRUE,9.47071743,10.00969973,3.722699822
35jt_cropRT400_Aex_3.13_Ku_0.195.png,9.4,0.984311884,0.383335263,1.333333333,0.551664839,0.585676994,JFK Run 2,0.783333333,1.312415845,2.55556842,0.784313725,0.424357568,TRUE,7.909638405,9.212455442,2.860051419
35jt_cropRT400_Aex_3.13_Ku_0.204.png,9.4,1.011644833,0.410668211,1.333333333,0.532990107,0.576283522,JFK Run 2,0.783333333,1.348859777,2.737788073,0.784313725,0.40999239,TRUE,6.993077755,8.432758777,1.997846383
35jt_cropRT400_Aex_3.13_Ku_0.213.png,9.4,1.038977779,0.438001158,1.333333333,0.516091922,0.584301361,JFK Run 2,0.783333333,1.385303705,2.92000772,0.784313725,0.396993786,TRUE,6.806102753,7.670609792,1.8
35jt_cropRT400_Aex_3.13_Ku_0.222.png,9.4,1.066310728,0.465334105,1.333333333,0.50070537,0.580165044,JFK Run 2,0.783333333,1.421747637,3.102227367,0.784313725,0.385157977,TRUE,6.283324718,6.926008456,1.3
35jt_cropRT400_Aex_3.13_Ku_0.231.png,9.4,1.093643674,0.492667053,1.333333333,0.486617733,0.577171498,JFK Run 2,0.783333333,1.458191565,3.28444702,0.784313725,0.374321333,TRUE,6.463349819,6.198954743,1.1
35jt_cropRT400_Aex_2.10_Ku_0.067.png,6.3,0.601650622,0.000674,1.333333333,16.0704632,0.49636591,JFK Run 3,0.525,0.802200829,0.004493333,0.784313725,12.36189477,TRUE,43.3371315,33.5548408,32.85482347
